DATE,TP_LUMINOUS_SALES_VALUE,TV_LUMINOUS_SPEND,GL_LUMINOUS_SPEND,FB_LUMINOUS_SPEND,DV_LUMINOUS_SPEND,TV_LUMINOUS_TRP,GL_LUMINOUS_IMPRESSIONS,FB_LUMINOUS_IMPRESSIONS,DV_LUMINOUS_IMPRESSIONS,TP_LUMINOUS_AVG_PRICE,TP_COLGATE_NOAD_AVG_PRICE,TP_COMPETITORS_AVG_PRICE,TP_COMPETITORS_SALES_VALUE
2021-02-01,8794089.872211218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.4984834386185,129.01953562361652,224.10278715940893,22198725.95581878
2021-02-08,8322833.0436348915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.5923181086273,126.37268988372335,226.33719378657568,19929668.94453112
2021-02-15,8391686.068137176,684444.0,0.0,0.0,0.0,73.85,0.0,0.0,0.0,311.4144819821393,125.74490281199024,223.855634329952,20992509.847245995
2021-02-22,9343771.168507636,960825.0,181155.0,375082.0,0.0,121.68,8533044.0,29735144.0,0.0,310.2799749880932,123.52626421125372,224.1255523542833,22218910.8608776
2021-03-01,9117389.02720064,1047219.0,30001.0,71402.0,0.0,127.0,1492764.0,9594947.0,0.0,303.87244778888095,126.9634068368702,234.57069635305285,22410180.862488225
2021-03-08,8655506.973780692,969705.0,53127.0,106695.0,0.0,121.92,2697030.0,12343558.0,0.0,294.926635091861,122.20011536914951,237.2305420101295,20413688.055473845
2021-03-15,8657554.903805256,929045.0,52725.0,105684.0,0.0,114.8,2639049.0,11448040.0,0.0,291.1864285750409,123.09915726757464,233.74039175442317,21673344.05367356
2021-03-22,8201639.955148101,1126606.0,74283.0,106814.0,0.0,121.5,3600939.0,10087093.0,0.0,264.66294576778074,122.92463750101253,233.7334315188521,19942604.021471925
2021-03-29,10102327.922547236,936229.0,44254.0,31010.0,0.0,97.38,2122096.0,2682450.0,0.0,277.56698130035886,122.93151061433691,224.46001405729984,24482303.054189198
2021-04-05,8840491.00722,998296.0,0.0,0.0,0.0,113.34,0.0,0.0,0.0,279.0559019910566,129.47678136792598,227.25699668785128,21928255.061340053
2021-04-12,9959122.055526825,282192.0,0.0,0.0,0.0,39.33,0.0,0.0,0.0,274.741981342132,129.49707298003165,228.3879132961312,24270326.94955065
2021-04-19,8749017.999196425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.5125414894462,124.69180114430002,227.3258612406568,21280655.92316515
2021-04-26,10434974.83175993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.1754499430568,121.25648794113066,221.60307214380973,24681707.06216339
2021-05-03,9428460.108947009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.6342766948932,127.97763482853914,218.5650638187266,23080033.824821003
2021-05-10,10361088.883557824,2017.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,275.026918028273,127.16035956756586,214.50159112316592,24664680.025491636
2021-05-17,9291626.868737862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.95108631333653,129.54491137767852,218.8351259136792,22945081.944442354
2021-05-24,9666600.067071617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.5260812533933,128.6552468125298,219.462485067631,23964645.015740767
2021-05-31,10195753.188539296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.7434415934808,130.55819956331294,217.3518938172803,26400648.031946737
2021-06-07,13514788.938256912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.71491625155352,115.83190272878667,175.78207494782214,39022038.776432514
2021-06-14,10828499.917637557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.182285846137,121.40092846670171,201.34450984774043,27474464.937126264
2021-06-21,8577850.030131638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.541927783829,124.03689531801597,219.9937737068756,21912919.91290916
2021-06-28,10720556.09377846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.32776823757166,125.15686880261018,219.3770760848361,26328100.94373615
2021-07-05,8542874.992214143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0242636419298,128.07245187233215,216.2390146246441,22695798.057437874
2021-07-12,9806493.037234992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.80799095603504,127.78792074720788,211.03234027656436,24887677.047688518
2021-07-19,9172958.00677687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.57786350755737,128.5549170398669,214.763980392848,22234299.9560996
2021-07-26,9808927.990119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.8630441699931,129.3722132582557,216.27325841561023,23990760.089556687
2021-08-02,8865617.984402925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.8164643562515,133.5922405542868,220.80852821574305,22551175.122477
2021-08-09,9143648.992139846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.58739934552017,131.47691551037136,219.52883328242123,22649667.995250437
2021-08-16,8237739.072039723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.19936877071115,130.86475816957076,213.9626219621832,21556092.0411516
2021-08-23,8223479.995230213,0.0,0.0,0.0,405756.0,0.0,0.0,0.0,7301330.0,289.08074736016977,128.30055861107363,227.5548402054,21081590.897024143
2021-08-30,9700495.030526072,1523829.0,0.0,0.0,216000.0,133.61,0.0,0.0,2715329.0,290.6080004519529,129.37973465737838,226.78605969114483,24989329.006854445
2021-09-06,7628685.058698058,2512746.0,0.0,0.0,226581.0,183.19,0.0,0.0,3533454.0,293.3883983033561,128.55876271102335,238.29669421099595,20089126.0227242
2021-09-13,9130124.963112175,326066.0,0.0,0.0,154149.0,21.85,0.0,0.0,2961744.0,288.052907947043,121.49519564874814,235.6034219301624,22067558.953382075
2021-09-20,8394211.975336075,761821.0,0.0,0.0,115505.0,58.35,0.0,0.0,2434708.0,241.10213576937025,129.07745134088634,251.88353380368173,19486214.05600244
2021-09-27,9219730.025589466,2645621.0,0.0,0.0,62146.0,198.85,0.0,0.0,1302357.0,284.48054666768934,129.412424438467,241.42383001358465,24124759.078945965
2021-10-04,9117581.0059309,2413272.0,0.0,0.0,35684.0,176.63,0.0,0.0,518974.0,283.97486427558704,128.68526638346285,242.5986511108156,21912238.06721892
2021-10-11,9520557.960400358,1896957.0,0.0,0.0,96919.0,156.6,0.0,0.0,1912860.0,287.725765988363,131.0240211881779,250.17120781082068,22518910.975778475
2021-10-18,8491007.91142881,1248117.0,0.0,0.0,122126.0,102.76,0.0,0.0,2640571.0,287.68449977159923,131.41785837273275,256.0169517317966,19982123.09147092
2021-10-25,9866336.14039421,1465934.0,0.0,0.0,117461.0,128.76,0.0,0.0,2517183.0,284.6195336159211,126.73850197178936,254.51619907235136,22045684.094156954
2021-11-01,9958821.911618114,1908325.0,0.0,0.0,5543.0,153.65,0.0,0.0,135754.0,286.1730449810852,134.10276013537293,251.03339686037543,23963397.09765045
2021-11-08,9487315.03662467,2383037.0,0.0,0.0,290115.0,206.36,0.0,0.0,5343578.0,293.8158914848778,135.54899439187062,244.6046925899228,23104136.00928429
2021-11-15,9607098.958827555,1020568.0,0.0,0.0,616052.0,86.8,0.0,0.0,16627263.0,293.22118569617953,135.85648373454242,245.4806349345205,23324587.99563628
2021-11-22,8566119.992712513,1389477.0,0.0,0.0,403411.0,116.11,0.0,0.0,19316439.0,294.9054953131542,134.22751486927152,245.0321524625212,20363642.018456943
2021-11-29,10158677.91171372,1553518.0,0.0,0.0,0.0,123.18,0.0,0.0,0.0,302.3596004103171,138.81853130517757,238.53298638962565,25710754.928560928
2021-12-06,9025700.009282678,342486.0,0.0,0.0,0.0,29.22,0.0,0.0,0.0,307.62439933785674,137.86184272444896,243.48316352438457,22750092.943054624
2021-12-13,10306442.129995674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.45605901592245,137.58797451779515,234.24564155085065,25915297.90700099
2021-12-20,9186328.076466918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.95083199992376,138.65558764219617,239.46295259220744,23170913.996989373
2021-12-27,9338576.912522316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.8330155709012,138.17158619070491,239.76612500315912,23786238.05875855
2022-01-03,9970390.152931212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.7013194379661,141.45109068982035,241.14151651274403,25269943.03672947
2022-01-10,9509756.03918638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.19344647158323,137.8499026452739,237.67057043161577,24251904.989447445
2022-01-17,8905177.896179259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.8773909907925,136.76647311975918,239.472095597491,22153324.10293771
2022-01-24,9047765.8534199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.48856264450075,137.21063751044295,240.4033136663113,22720998.068293907
2022-01-31,9087975.879600272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.04913703689687,138.5706942005319,238.30365101760023,23965245.090743527
2022-02-07,8684966.911047697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.7555988999288,135.81855097808543,242.85649790750412,21875299.169588134
2022-02-14,9323530.950885266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.8926451808633,132.9258351387752,247.0411388802725,23425181.91356212
2022-02-21,9194858.072895557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8574549519419,136.15059902985016,244.64649467594472,23222824.006155018
